"original_person","original_text","perturbed_person","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Narden jaime espinosa","narden jaime espinosa ( born august 6 , 1971 ) is a puerto rican politician affiliated with the popular democratic party ( ppd ) .<SPLIT>he has been a member of the puerto rico house of representatives since 2009 representing district 35","Carlos vargas ferrer","[MASK] [MASK] [MASK] ( born august 6 , 1971 ) is a puerto rican politician affiliated with the popular democratic party ( ppd ) .<SPLIT>he has been a member of the puerto rico house of representatives since [MASK] representing district 35",-16.908021926879883,0.7704363465309143,88,707601,88,139,"Successful"
"Sushil koirala . सुशील कोइराला","sushil koirala ( nepali : सुशील कोइराला ) ( born 12 august 1939 ) is the incumbent prime minister of nepal since february 11 , 2014 .<SPLIT>he is also the president of the nepali congress party since 2010 .<SPLIT>koirala was elected as prime minister of nepal by the parliament on 10 february 2014 .<SPLIT>koirala joined the nepali congress in 1952 and served in various capacities prior to becoming its president in 2010","Narahari acharya","[MASK] [MASK] ( [MASK] : [MASK]ु[MASK]ी[MASK] कोइराला ) ( born 12 [MASK] [MASK] ) is the incumbent [MASK] minister of nepal since february 11 , 2014 .<SPLIT>he is also the [MASK] of the nepali congress party since [MASK] .<SPLIT>koirala was elected as prime minister of nepal by the parliament on 10 february 2014 .<SPLIT>koirala joined the nepali congress in 1952 and served in various capacities prior to becoming its president in 2010",-17.214488983154297,0.6930791139602661,89,251829,89,716,"Successful"
"Barry otto","barry otto ( born 1941 ) is an australian actor .<SPLIT>","Andrew robertson","[MASK] [MASK] ( born 1941 ) is an australian actor .<SPLIT>",-18.11300277709961,0.8923118114471436,90,450926,90,16,"Successful"
"Yosef burg","shlomo yosef burg ( , 31 january 1909 - 15 october 1999 ) was a german-born israeli politician .<SPLIT>in 1949 , he was elected to the first knesset , and served in many ministerial positions for the next 40 years .<SPLIT>he was one of the founders of the national religious party","Shlomo perlstein","shlomo yosef [MASK] ( , 31 january [MASK] - 15 [MASK] [MASK] ) was a german-born israeli politician .<SPLIT>in 1949 , he was elected to the first knesset , and served in many [MASK] positions for the next 40 years .<SPLIT>he was one of the founders of the national religious party",-15.948649406433105,0.9517162442207336,91,512139,91,216,"Successful"
"Kava huihahau","kava huihahau ( born 8 august 1982 ) is a tongan former international footballer who played as a defender .<SPLIT>between 2003 and 2007 , he won 10 caps for the tonga national football team","Unaloto feao","[MASK] [MASK] ( born 8 [MASK] 1982 ) is a tongan former international footballer who played as a [MASK] .<SPLIT>between [MASK] and [MASK] , he won 10 caps for the tonga national football team",-17.251113891601562,0.7564675807952881,92,221038,92,172,"Successful"
"Begziin yavuukhulan","begziin yavuukhulan ( , 1929-1982 ) was a mongolian poet of the communist era that wrote in mongolian and russian .<SPLIT>","Tsendiin damdinsüren mn цэндийн дамдинсүрэн","[MASK] [MASK] ( , [MASK] ) was a mongolian [MASK] of the communist era that wrote in mongolian and russian .<SPLIT>",-17.92787742614746,0.9907152652740479,93,555984,93,63,"Successful"
"Jeff stein","jeff stein ( born february 13 , 1944 ) is a columnist and at newsweek .<SPLIT>previously , he was the spytalk columnist and national security editor for congressional quarterlys website , cq politics , from 2002 -- 2009 .<SPLIT>he specializes in u.s. intelligence , military and foreign policy issues .<SPLIT>in addition to his work for cq , he has written three books and hundreds of news articles , opinion pieces and book reviews .<SPLIT>he has also made numerous","John nichols","[MASK] [MASK] ( born february 13 , [MASK] ) is a columnist and at newsweek .<SPLIT>previously , he was the [MASK] columnist and national security editor for congressional quarterlys website , cq politics , from 2002 -- 2009 .<SPLIT>he specializes in u.s. intelligence , military and foreign policy issues .<SPLIT>in addition to his work for cq , he has written three books and hundreds of news articles , opinion pieces and book reviews .<SPLIT>he has also made numerous",-17.837736129760742,0.9163239002227783,94,546525,94,271,"Successful"
"Judith amaechi","dame judith obiajulu amaechi ( née nwankwo ; born 24 december 1970 ) is the wife of former rivers state governor chibuike amaechi .<SPLIT>she is head of the empowerment support initiative ( esi ) which campaigns against hiv/aids , advocates the rights of the women and children , and promotes gender equity and girl child education .<SPLIT>amaechi was born on 24 december 1970 in enugu ukwu , anambra state .<SPLIT>she attended federal government girls college , abuloma for her secondary education .<SPLIT>she then attended rivers state","Dame cécile la grenade","dame [MASK] [MASK] [MASK] ( née [MASK] ; born 24 december [MASK] ) is the [MASK] of former [MASK] state governor [MASK] [MASK] .<SPLIT>she is head of the empowerment support initiative ( esi ) which campaigns against hiv/aids , advocates the rights of the women and children , and promotes gender equity and girl child education .<SPLIT>[MASK] was born on 24 december [MASK] in enugu [MASK] , anambra state .<SPLIT>she attended federal government girls college , abuloma for her secondary education .<SPLIT>she then attended [MASK] state",-18.015592575073242,0.9190088510513306,95,193810,95,937,"Successful"
"Fait-florian banser","fait-florian banser ( born 20 february 1982 in perleberg ) is a retired german footballer .<SPLIT>banser made and scored on his professional debut for eintracht braunschweig during the opening round of fixtures of the inaugural 2008 -- 09 3 .<SPLIT>fußball-liga season away to fc erzgebirge aue .<SPLIT>after retiring , banser worked as executive director at vfb germania halberstadt until january 2014 .<SPLIT>","Jürgen schmid","[MASK] [MASK] ( born 20 february 1982 in perleberg ) is a retired german footballer .<SPLIT>banser made and scored on his professional debut for eintracht braunschweig during the opening round of fixtures of the inaugural 2008 -- 09 3 .<SPLIT>fußball-liga season away to fc erzgebirge aue .<SPLIT>after retiring , banser worked as executive director at vfb germania halberstadt until january 2014 .<SPLIT>",-17.513561248779297,0.6144752502441406,96,689813,96,114,"Successful"
"Simon mignolet","simon luc hildebert mignolet ( ; born 6 march 1988 ) is a belgian professional footballer who plays as a goalkeeper for premier league club liverpool and the belgium national team .<SPLIT>mignolet started his career with belgian second division side sint-truiden in 2004 , and spent six years with the club , making 100 senior league appearances .<SPLIT>he moved to premier league side sunderland in june 2010 for # 2 million , spending three years with them and making 90 appearances , before moving to liverpool in june 2013 for # 9 million","Jan vertonghen","[MASK] [MASK] hildebert [MASK] ( ; born 6 [MASK] [MASK] ) is a belgian professional footballer who plays as a [MASK] for premier league club [MASK] and the belgium national team .<SPLIT>mignolet started his career with belgian second division side sint-truiden in 2004 , and spent six years with the club , making 100 senior league appearances .<SPLIT>he moved to premier league side sunderland in june 2010 for # 2 million , spending three years with them and making 90 appearances , before moving to liverpool in june 2013 for # 9 million",-15.496941566467285,0.9507297873497009,97,378902,97,568,"Successful"
"Alan lee","alan lee ( born 20 august 1947 ) is an english book illustrator and movie conceptual designer .<SPLIT>he was born in middlesex , england , and studied at the ealing school of","David robb","[MASK] [MASK] ( born 20 august 1947 ) is an english [MASK] [MASK] and movie [MASK] [MASK] .<SPLIT>he was born in middlesex , england , and studied at the ealing school of",-16.37154769897461,0.9646932482719421,98,685598,98,154,"Successful"
"Lorenzo bosisio","lorenzo bosisio ( born 24 september 1944 ) is a retired italian road and track cyclist .<SPLIT>on the road he won a team bronze medal at the 1967 world championships .<SPLIT>next year he had his best achievements on track , winning an olympic bronze medal and a world title in the team pursuit , as well as a bronze medal in the individual pursuit at the world championships .<SPLIT>in 1969 bosisio turned professional and won a silver medal in the individual pursuit at the 1970 world championships .<SPLIT>he had little success on the road , and retired","Bruno gonzato","[MASK] [MASK] ( born 24 [MASK] 1944 ) is a retired italian road and track cyclist .<SPLIT>on the road he won a team bronze medal at the 1967 world championships .<SPLIT>next year he had his best achievements on track , winning an olympic bronze medal and a world title in the team pursuit , as well as a bronze medal in the individual pursuit at the world championships .<SPLIT>in 1969 bosisio turned professional and won a silver medal in the individual pursuit at the 1970 world championships .<SPLIT>he had little success on the road , and retired",-16.978473663330078,0.8067988157272339,99,457905,99,274,"Successful"
