"original_person","original_text","perturbed_person","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"Hassan mohammed","hassan mohammed ( born 20 january 1980 ) is a malaysian cricketer .<SPLIT>he played in the 2014 icc world cricket league division five tournament .<SPLIT>","Pavandeep singh","[MASK] [MASK] ( born 20 january [MASK] ) is a malaysian cricketer .<SPLIT>he played in the 2014 icc world cricket league division five tournament .<SPLIT>",-16.75399398803711,0.7259575128555298,86,71613,86,187,"Successful"
"Sam crouser","samuel crouser ( born december 31 , 1991 ) is an american javelin thrower .<SPLIT>he currently attends the university of oregon .<SPLIT>while a senior at gresham high school , crouser was named gatorade high school track and field athlete of the year 2010 .<SPLIT>on may 1 , 2010 , he set the national high school record at 244 ' 2 '' ( 74.42 m ) .<SPLIT>this was broken in 2012 by billy stanley of south park , pa. .<SPLIT>he competed javelin at the","Rachel yurkovich","[MASK] [MASK] ( born [MASK] 31 , [MASK] ) is an american javelin thrower .<SPLIT>he currently attends the university of [MASK] .<SPLIT>while a senior at [MASK] high school , [MASK] was named gatorade high school track and field athlete of the year 2010 .<SPLIT>on may 1 , 2010 , he set the national high school record at 244 ' 2 '' ( 74.42 m ) .<SPLIT>this was broken in 2012 by billy stanley of south park , pa. .<SPLIT>he competed javelin at the",-16.298458099365234,0.8627991676330566,87,72025,87,1742,"Successful"
"Narden jaime espinosa","narden jaime espinosa ( born august 6 , 1971 ) is a puerto rican politician affiliated with the popular democratic party ( ppd ) .<SPLIT>he has been a member of the puerto rico house of representatives since 2009 representing district 35","Gabriel rodríguez aguiló","[MASK] [MASK] [MASK] ( born august 6 , [MASK] ) is a puerto rican politician affiliated with the popular [MASK] party ( ppd ) .<SPLIT>he has been a member of the puerto rico house of representatives since 2009 representing district 35",-16.907608032226562,0.8941869139671326,88,42344,88,573,"Successful"
"Sushil koirala . सुशील कोइराला","sushil koirala ( nepali : सुशील कोइराला ) ( born 12 august 1939 ) is the incumbent prime minister of nepal since february 11 , 2014 .<SPLIT>he is also the president of the nepali congress party since 2010 .<SPLIT>koirala was elected as prime minister of nepal by the parliament on 10 february 2014 .<SPLIT>koirala joined the nepali congress in 1952 and served in various capacities prior to becoming its president in 2010","Tulsi giri","[MASK] [MASK] ( nepali : [MASK]ु[MASK]ी[MASK] कोइराला ) ( born 12 [MASK] [MASK] ) is [MASK] incumbent prime minister of nepal [MASK] february 11 , [MASK] .<SPLIT>he is also the [MASK] of the nepali congress party [MASK] [MASK] .<SPLIT>[MASK] was elected as prime minister of nepal by the parliament on 10 february [MASK] .<SPLIT>koirala joined the nepali congress in 1952 and served in various capacities prior to becoming its president in [MASK]",-17.21501922607422,0.7105401754379272,89,15330,89,3791,"Successful"
"Barry otto","barry otto ( born 1941 ) is an australian actor .<SPLIT>","Sachin joab","[MASK] [MASK] ( born [MASK] ) is an australian actor .<SPLIT>",-18.114051818847656,0.9865916967391968,90,35705,90,61,"Successful"
"Yosef burg","shlomo yosef burg ( , 31 january 1909 - 15 october 1999 ) was a german-born israeli politician .<SPLIT>in 1949 , he was elected to the first knesset , and served in many ministerial positions for the next 40 years .<SPLIT>he was one of the founders of the national religious party","Yosef serlin","shlomo yosef [MASK] ( , 31 january [MASK] - 15 [MASK] [MASK] ) was a [MASK] israeli politician .<SPLIT>in 1949 , he was elected to the first knesset , and served in many ministerial positions for the next 40 years .<SPLIT>he was one of the founders of the national religious party",-15.94882583618164,0.8089662194252014,91,120179,91,726,"Successful"
"Kava huihahau","kava huihahau ( born 8 august 1982 ) is a tongan former international footballer who played as a defender .<SPLIT>between 2003 and 2007 , he won 10 caps for the tonga national football team","Motlatsi maseela","[MASK] [MASK] ( born 8 [MASK] [MASK] ) is a [MASK] former international footballer who played as a [MASK] .<SPLIT>between [MASK] and [MASK] , he won 10 caps for the tonga national football team",-17.25098991394043,0.8663936257362366,92,19554,92,788,"Successful"
"Begziin yavuukhulan","begziin yavuukhulan ( , 1929-1982 ) was a mongolian poet of the communist era that wrote in mongolian and russian .<SPLIT>","Bao xishun","[MASK] [MASK] ( , [MASK] ) was a mongolian [MASK] of the communist era that wrote in mongolian and russian .<SPLIT>",-17.92852020263672,0.9614589214324951,93,14780,93,198,"Successful"
"Jeff stein","jeff stein ( born february 13 , 1944 ) is a columnist and at newsweek .<SPLIT>previously , he was the spytalk columnist and national security editor for congressional quarterlys website , cq politics , from 2002 -- 2009 .<SPLIT>he specializes in u.s. intelligence , military and foreign policy issues .<SPLIT>in addition to his work for cq , he has written three books and hundreds of news articles , opinion pieces and book reviews .<SPLIT>he has also made numerous","Jon pareles","[MASK] [MASK] ( born [MASK] 13 , [MASK] ) is a columnist and at newsweek .<SPLIT>previously , he was the [MASK] columnist and national security editor for congressional quarterlys website , cq politics , from 2002 -- 2009 .<SPLIT>he specializes in u.s. intelligence , military and foreign policy issues .<SPLIT>in addition to his work for cq , he has written three books and hundreds of news articles , opinion pieces and book reviews .<SPLIT>he has also made numerous",-17.837892532348633,0.9397539496421814,94,39310,94,1134,"Successful"
"Judith amaechi","dame judith obiajulu amaechi ( née nwankwo ; born 24 december 1970 ) is the wife of former rivers state governor chibuike amaechi .<SPLIT>she is head of the empowerment support initiative ( esi ) which campaigns against hiv/aids , advocates the rights of the women and children , and promotes gender equity and girl child education .<SPLIT>amaechi was born on 24 december 1970 in enugu ukwu , anambra state .<SPLIT>she attended federal government girls college , abuloma for her secondary education .<SPLIT>she then attended rivers state","İlknur melis durası","dame [MASK] [MASK] [MASK] ( née [MASK] ; born 24 december [MASK] ) is the [MASK] of former [MASK] [MASK] governor [MASK] [MASK] .<SPLIT>she is head of the empowerment support initiative ( esi ) which campaigns against hiv/aids , advocates the rights of the women and children , and promotes gender equity and girl child education .<SPLIT>[MASK] was born on 24 december [MASK] in enugu [MASK] , [MASK] state .<SPLIT>she attended federal government girls college , abuloma for her secondary education .<SPLIT>she then attended [MASK] state",-18.016094207763672,0.9073923230171204,95,60191,95,4027,"Successful"
"Fait-florian banser","fait-florian banser ( born 20 february 1982 in perleberg ) is a retired german footballer .<SPLIT>banser made and scored on his professional debut for eintracht braunschweig during the opening round of fixtures of the inaugural 2008 -- 09 3 .<SPLIT>fußball-liga season away to fc erzgebirge aue .<SPLIT>after retiring , banser worked as executive director at vfb germania halberstadt until january 2014 .<SPLIT>","Werner dreßel","[MASK] [MASK] ( born 20 [MASK] [MASK] in [MASK] ) is a retired german footballer .<SPLIT>banser made and scored on his professional debut for eintracht braunschweig during the opening round of fixtures of the inaugural 2008 -- 09 3 .<SPLIT>fußball-liga season away to fc erzgebirge aue .<SPLIT>after retiring , banser worked as executive director at vfb germania halberstadt until january 2014 .<SPLIT>",-17.51388168334961,0.9963241815567017,96,137522,96,930,"Successful"
"Simon mignolet","simon luc hildebert mignolet ( ; born 6 march 1988 ) is a belgian professional footballer who plays as a goalkeeper for premier league club liverpool and the belgium national team .<SPLIT>mignolet started his career with belgian second division side sint-truiden in 2004 , and spent six years with the club , making 100 senior league appearances .<SPLIT>he moved to premier league side sunderland in june 2010 for # 2 million , spending three years with them and making 90 appearances , before moving to liverpool in june 2013 for # 9 million","Toby alderweireld","[MASK] [MASK] hildebert [MASK] ( ; born 6 [MASK] [MASK] ) is a belgian professional footballer who plays as a [MASK] for premier league club [MASK] and the belgium national team .<SPLIT>mignolet started his career with belgian second division side sint-truiden in 2004 , and spent six years with the club , making 100 senior league appearances .<SPLIT>he moved to premier league side sunderland in june 2010 for # 2 million , spending three years with them and making 90 appearances , before moving to [MASK] in june 2013 for # 9 million",-15.49660873413086,0.7995643615722656,97,46645,97,2325,"Successful"
"Alan lee","alan lee ( born 20 august 1947 ) is an english book illustrator and movie conceptual designer .<SPLIT>he was born in middlesex , england , and studied at the ealing school of","Vic polizos","[MASK] [MASK] ( born 20 august 1947 ) is an english [MASK] [MASK] and movie [MASK] [MASK] .<SPLIT>he was born in middlesex , england , and studied at the ealing school of",-16.371749877929688,0.8586574196815491,98,139036,98,529,"Successful"
"Lorenzo bosisio","lorenzo bosisio ( born 24 september 1944 ) is a retired italian road and track cyclist .<SPLIT>on the road he won a team bronze medal at the 1967 world championships .<SPLIT>next year he had his best achievements on track , winning an olympic bronze medal and a world title in the team pursuit , as well as a bronze medal in the individual pursuit at the world championships .<SPLIT>in 1969 bosisio turned professional and won a silver medal in the individual pursuit at the 1970 world championships .<SPLIT>he had little success on the road , and retired","Dino verzini","[MASK] [MASK] ( born 24 [MASK] [MASK] ) is a retired italian road and track cyclist .<SPLIT>on the road he won a team bronze medal at the 1967 world championships .<SPLIT>next year he had his best achievements on track , winning an olympic bronze medal and a world title in the team pursuit , as well as a bronze medal in the individual pursuit at the world championships .<SPLIT>in 1969 bosisio turned professional and won a silver medal in the individual pursuit at the 1970 world championships .<SPLIT>he had little success on the road , and retired",-16.978221893310547,0.8655149340629578,99,54151,99,1173,"Successful"
